,TotalOccupied,OwnerOccupancyPercentage,TotalOccupiedbyOwner,OccupiedbyOwnerdetached homes,OwnerDetachedpercentage,OccupiedbyOwnerSemiDetached,OccupiedbyOwnerMultiIUnits,OccupiedbyOwnerMobileorBoat,TotalOccupiedbyRenter,OccupiedbyRenter detached homes,OccupiedbyRenterSemiDetached,OccupiedbyRenterMultiIUnits,OccupiedbyRenterMobileorBoat
14130,88,0.7159,63,62,0.984126984,0,0,1,25,18,0,7,0
14131,1998,0.9084,1815,1589,0.875482094,13,29,184,183,83,14,29,57
14132,2530,0.8794,2225,2158,0.96988764,6,11,50,305,55,60,186,4
14134,40,1.0000,40,40,1,0,0,0,0,0,0,0,0
14135,67,0.6567,44,40,0.909090909,0,4,0,23,0,0,23,0
14136,2094,0.7698,1612,1347,0.83560794,0,48,217,482,193,14,196,79
14138,807,0.7918,639,567,0.887323944,6,3,63,168,80,0,60,28
14139,871,0.8565,746,703,0.942359249,0,0,43,125,95,0,30,0
14141,3197,0.7301,2334,2082,0.892030848,61,77,114,863,151,92,616,4
14143,445,0.8472,377,358,0.949602122,11,5,3,68,27,0,41,0
14145,602,0.8206,494,490,0.991902834,0,4,0,108,60,0,45,3
14150,18803,0.7259,13649,12850,0.941460913,229,513,57,5154,808,127,4208,11
14167,723,0.7358,532,489,0.919172932,0,10,33,191,113,0,52,26
14168,31,0.0968,3,3,1,0,0,0,28,28,0,0,0
14169,137,0.7080,97,47,0.484536082,0,0,50,40,0,0,8,32
14170,885,0.8915,789,700,0.887198986,0,89,0,96,10,0,86,0
14171,836,0.8074,675,588,0.871111111,0,6,81,161,91,0,42,28
14172,1215,0.8230,1000,920,0.92,25,30,25,215,42,23,150,0
14173,169,0.7041,119,119,1,0,0,0,50,0,0,0,50
14174,2288,0.8453,1934,1801,0.93123061,32,61,40,354,82,4,245,23
14201,6054,0.2316,1402,711,0.507132668,21,661,9,4652,271,212,4096,73
14202,1732,0.2258,391,14,0.035805627,209,163,5,1341,25,27,1289,0
14203,955,0.0000,0,0,0,0,0,0,955,14,88,853,0
14204,4288,0.3577,1534,1148,0.748370274,94,292,0,2754,347,287,2120,0
14206,9313,0.6231,5803,4541,0.78252628,58,1188,16,3510,868,86,2540,16
14207,9340,0.3412,3187,2186,0.685911516,87,894,20,6153,918,219,5016,0
14208,4120,0.4170,1718,839,0.488358556,8,843,28,2402,312,70,2020,0
14209,4108,0.2763,1135,660,0.581497797,38,437,0,2973,221,39,2713,0
14210,6030,0.4657,2808,1815,0.646367521,117,876,0,3222,618,97,2507,0
14211,8875,0.4133,3668,2016,0.549618321,141,1484,27,5207,1342,197,3668,0
14212,4675,0.4935,2307,1623,0.703511053,44,628,12,2368,445,82,1841,0
14213,8993,0.3320,2986,1500,0.502344273,139,1347,0,6007,964,117,4926,0
14214,8033,0.4381,3519,2644,0.751349815,40,835,0,4514,368,229,3917,0
14215,16035,0.4801,7699,6215,0.807247695,170,1314,0,8336,2292,287,5757,0
14216,10911,0.4993,5448,3553,0.652165932,72,1823,0,5463,220,201,5042,0
14217,10457,0.6434,6728,5754,0.855231867,85,848,41,3729,295,64,3370,0
14218,8095,0.5652,4575,3592,0.785136612,51,843,89,3520,670,222,2569,59
14219,4979,0.6266,3120,2705,0.866987179,47,300,68,1859,300,35,1517,7
14220,10086,0.6659,6716,5357,0.797647409,44,1315,0,3370,653,35,2682,0
14221,22691,0.7434,16868,14677,0.870109082,919,1250,22,5823,898,153,4772,0
14222,6708,0.3211,2154,1218,0.56545961,125,792,19,4554,177,134,4243,0
14223,9725,0.7975,7756,7422,0.956936565,120,193,21,1969,394,54,1497,24
14224,17098,0.7817,13365,11763,0.88013468,563,861,178,3733,649,126,2958,0
14225,14708,0.7119,10470,8923,0.852244508,183,932,432,4238,805,237,3167,29
14226,12227,0.7361,9000,8456,0.939555556,66,424,54,3227,518,26,2683,0
14227,10806,0.6555,7083,6096,0.860652266,118,519,350,3723,295,49,3304,75
14228,9038,0.5218,4716,3434,0.728159457,238,1044,0,4322,240,367,3715,0
14261,3,0.0000,0,0,0,0,0,0,3,0,0,3,0
14301,5780,0.3735,2159,1758,0.814265864,18,379,4,3621,957,144,2507,13
14303,2611,0.4795,1252,941,0.751597444,32,279,0,1359,430,3,926,0
14304,12388,0.7551,9354,8198,0.876416506,317,231,608,3034,758,210,1918,148
14305,6722,0.5827,3917,3660,0.934388563,60,184,13,2805,1229,140,1436,0
14411,4772,0.7211,3441,2892,0.840453357,32,145,372,1331,280,45,881,125
14414,2832,0.7549,2138,1846,0.863423761,38,17,237,694,53,80,448,113
14415,35,0.6857,24,19,0.791666667,0,0,5,11,0,0,0,11
14416,1418,0.8258,1171,982,0.838599488,8,27,154,247,93,7,113,34
14418,506,0.8360,423,342,0.808510638,0,4,77,83,66,0,12,5
14420,7061,0.6391,4513,4025,0.891867937,126,146,216,2548,240,145,2093,70
14422,939,0.8584,806,678,0.841191067,0,12,116,133,68,0,58,7
14423,1979,0.7979,1579,1413,0.894870171,24,39,103,400,48,0,330,22
14424,11688,0.6792,7939,6558,0.826048621,483,315,583,3749,457,203,3001,88
14425,4329,0.7244,3136,2600,0.829081633,187,0,349,1193,126,150,864,53
14427,876,0.7740,678,601,0.886430678,32,0,45,198,73,0,112,13
14428,3319,0.8430,2798,2376,0.849177984,197,131,94,521,59,0,462,0
14432,2351,0.7601,1787,1344,0.752098489,0,16,427,564,137,0,350,77
14433,1445,0.8249,1192,1001,0.839765101,3,38,150,253,140,4,83,26
14435,1184,0.8970,1062,917,0.86346516,11,0,134,122,67,2,17,36
14437,4059,0.7482,3037,2565,0.844583471,16,89,367,1022,224,10,679,109
14441,147,0.6599,97,92,0.948453608,0,2,3,50,14,0,36,0
14445,3468,0.5978,2073,1830,0.882778582,116,115,12,1395,179,201,1015,0
14450,16886,0.7539,12730,11054,0.868342498,1278,370,28,4156,502,571,3083,0
14454,3202,0.5147,1648,1527,0.92657767,44,38,39,1554,367,76,1097,14
14456,7695,0.6104,4697,4352,0.926548861,69,153,123,2998,676,80,2168,74
14462,231,0.8788,203,190,0.935960591,0,7,6,28,19,0,6,3
14464,2656,0.8486,2254,1822,0.808340728,0,33,399,402,104,32,213,53
14466,771,0.8911,687,606,0.88209607,20,12,49,84,17,0,67,0
14467,3813,0.6945,2648,2599,0.981495468,49,0,0,1165,94,52,1019,0
14468,6763,0.8212,5554,5316,0.957148001,117,121,0,1209,194,140,825,50
14469,2666,0.8301,2213,1887,0.852688658,10,67,249,453,58,7,309,79
14470,3377,0.8081,2729,2307,0.845364602,27,39,356,648,195,5,407,41
14471,1261,0.9167,1156,1044,0.903114187,17,0,95,105,42,0,54,9
14472,3375,0.8433,2846,2704,0.950105411,81,46,15,529,105,26,393,5
14475,87,0.8161,71,71,1,0,0,0,16,4,0,12,0
14476,848,0.8090,686,658,0.959183673,6,5,17,162,44,4,114,0
14477,784,0.9809,769,740,0.962288687,0,0,29,15,6,0,9,0
14478,342,0.9035,309,287,0.928802589,10,0,12,33,33,0,0,0
14479,148,0.7027,104,74,0.711538462,0,30,0,44,8,0,36,0
14480,329,0.5836,192,118,0.614583333,0,19,55,137,0,0,95,42
14481,774,0.7713,597,463,0.775544389,10,2,122,177,79,9,76,13
14482,3348,0.7061,2364,2096,0.886632826,123,52,93,984,182,84,692,26
14485,1860,0.7360,1369,1199,0.875821768,27,23,120,491,103,12,343,33
14486,141,1.0000,141,130,0.921985816,0,0,11,0,0,0,0,0
14487,2170,0.8286,1798,1690,0.939933259,38,15,55,372,152,14,206,0
14489,2939,0.7111,2090,1872,0.89569378,0,41,177,849,260,0,509,80
14502,3927,0.8210,3224,3035,0.941377171,0,76,113,703,48,43,586,26
14504,806,0.7940,640,378,0.590625,0,4,258,166,17,9,126,14
14505,2063,0.8526,1759,1593,0.905628198,0,19,147,304,66,0,238,0
14506,518,1.0000,518,518,1,0,0,0,0,0,0,0,0
14507,554,0.8863,491,426,0.867617108,3,12,50,63,17,0,20,26
14510,1694,0.5880,996,751,0.754016064,8,13,224,698,235,13,409,41
14511,200,0.7600,152,139,0.914473684,0,13,0,48,48,0,0,0
14512,1965,0.8545,1679,1410,0.839785587,22,21,226,286,134,0,111,41
14513,5760,0.6793,3913,3540,0.904676719,9,117,247,1847,234,72,1459,82
14514,2585,0.6952,1797,1726,0.960489705,49,22,0,788,22,87,679,0
14516,893,0.8499,759,676,0.890645586,6,0,77,134,88,0,37,9
14517,1232,0.7102,875,749,0.856,4,30,92,357,120,16,187,34
14519,4802,0.8409,4038,3486,0.863298663,9,106,437,764,242,13,478,31
14521,1035,0.7314,757,630,0.832232497,2,13,112,278,85,6,133,54
14522,3857,0.6995,2698,2368,0.877687176,7,77,246,1159,208,46,803,102
14525,1002,0.8733,875,789,0.901714286,26,0,60,127,44,21,30,32
14526,8071,0.8495,6856,6009,0.876458576,691,137,19,1215,149,89,977,0
14527,5084,0.7451,3788,3513,0.927402323,19,45,211,1296,374,30,803,89
14529,41,0.4634,19,19,1,0,0,0,22,22,0,0,0
14530,2269,0.7391,1677,1504,0.896839595,0,75,98,592,137,0,455,0
14532,1794,0.7241,1299,1148,0.883756736,0,10,141,495,163,9,300,23
14533,806,0.8027,647,602,0.930448223,14,20,11,159,94,0,37,28
14534,12049,0.8873,10691,10092,0.943971565,350,224,25,1358,476,93,789,0
14536,258,0.8217,212,174,0.820754717,0,0,38,46,28,0,16,2
14537,73,0.7397,54,54,1,0,0,0,19,9,0,0,10
14539,74,1.0000,74,66,0.891891892,0,0,8,0,0,0,0,0
14541,1010,0.7634,771,634,0.82230869,14,14,109,239,96,30,65,48
14542,41,0.5122,21,21,1,0,0,0,20,20,0,0,0
14543,1238,0.8958,1109,1085,0.978358882,24,0,0,129,100,0,29,0
14544,850,0.8459,719,604,0.840055633,5,38,72,131,53,0,73,5
14545,77,0.9091,70,63,0.9,0,0,7,7,7,0,0,0
14546,2000,0.6700,1340,1224,0.913432836,34,82,0,660,103,38,519,0
14548,1620,0.8432,1366,1041,0.762079063,4,8,313,254,66,0,96,92
14549,5,1.0000,5,5,1,0,0,0,0,0,0,0,0
14550,659,0.8407,554,505,0.911552347,0,0,49,105,48,0,54,3
14551,2137,0.7520,1607,1419,0.883011823,16,14,158,530,128,12,390,0
14555,504,0.8472,427,390,0.913348946,0,4,33,77,54,0,20,3
14559,6781,0.8030,5445,5161,0.947842057,187,73,24,1336,253,104,950,29
14560,800,0.9175,734,633,0.86239782,7,0,94,66,37,0,0,29
14561,1156,0.7742,895,813,0.908379888,27,5,50,261,103,30,122,6
14564,5696,0.7900,4500,3814,0.847555556,308,25,353,1196,281,85,830,0
14568,2234,0.9029,2017,1923,0.953396133,80,0,14,217,75,8,134,0
14569,2686,0.6083,1634,1552,0.949816401,0,18,64,1052,184,53,724,91
14571,503,0.9821,494,473,0.957489879,0,0,21,9,9,0,0,0
14572,2247,0.7530,1692,1446,0.854609929,15,27,204,555,221,0,272,62
14580,20085,0.7662,15389,13926,0.904932094,1216,190,57,4696,493,423,3763,17
14585,57,1.0000,57,0,0,0,0,57,0,0,0,0,0
14586,3973,0.7199,2860,2770,0.968531469,83,0,7,1113,192,186,735,0
14588,20,0.5500,11,11,1,0,0,0,9,0,0,9,0
14589,2923,0.8447,2469,2184,0.884568651,26,40,219,454,114,28,235,77
14590,2165,0.7561,1637,1408,0.860109957,10,14,205,528,179,9,237,103
14591,631,0.8241,520,462,0.888461538,5,11,42,111,53,1,46,11
14592,72,1.0000,72,62,0.861111111,0,10,0,0,0,0,0,0
14604,1342,0.0000,0,0,0,0,0,0,1342,0,17,1325,0
14605,4728,0.2088,987,643,0.651469098,164,175,5,3741,772,162,2807,0
14606,11399,0.5842,6659,6267,0.941132302,226,155,11,4740,1395,410,2919,16
14607,9208,0.1658,1527,920,0.60248854,99,496,12,7681,468,187,7012,14
14608,5212,0.2063,1075,748,0.695813953,156,171,0,4137,756,358,3023,0
14609,17850,0.6073,10840,10233,0.94400369,125,467,15,7010,1889,841,4280,0
14610,6890,0.5713,3936,3490,0.886686992,113,333,0,2954,149,92,2713,0
14611,6909,0.3642,2516,1967,0.781796502,181,343,25,4393,1438,426,2507,22
14612,14410,0.7453,10740,10096,0.940037244,282,350,12,3670,439,135,3068,28
14613,4614,0.4070,1878,1569,0.835463259,116,193,0,2736,701,377,1602,56
14614,55,0.0000,0,0,0,0,0,0,55,0,0,55,0
14615,6989,0.5114,3574,3264,0.913262451,116,184,10,3415,674,310,2392,39
14616,12004,0.7179,8618,8269,0.959503365,195,104,50,3386,608,200,2578,0
14617,9317,0.8686,8093,7761,0.958976894,134,170,28,1224,340,25,859,0
14618,8008,0.7632,6112,5275,0.863056283,658,163,16,1896,134,255,1507,0
14619,5784,0.5628,3255,2920,0.897081413,89,215,31,2529,1021,164,1344,0
14620,11536,0.3433,3960,3291,0.831060606,201,468,0,7576,652,629,6287,8
14621,12834,0.3382,4341,3879,0.893572909,72,377,13,8493,2000,199,6287,7
14622,5473,0.7926,4338,4275,0.985477178,23,40,0,1135,433,27,665,10
14623,8832,0.5563,4913,4433,0.90230002,464,16,0,3919,435,203,3281,0
14624,14094,0.8078,11385,10453,0.918137901,656,168,108,2709,369,43,2256,41
14625,4381,0.8722,3821,3028,0.792462706,240,108,445,560,102,25,356,77
14626,12487,0.7280,9090,8812,0.969416942,236,42,0,3397,321,215,2861,0
14701,16960,0.5952,10095,8933,0.884893512,122,684,356,6865,1584,104,5133,44
14706,2603,0.7741,2015,1549,0.768734491,0,3,463,588,230,4,256,98
14707,85,0.9647,82,65,0.792682927,0,0,17,3,3,0,0,0
14708,82,0.9390,77,65,0.844155844,0,0,12,5,5,0,0,0
14709,635,0.8094,514,415,0.807392996,3,7,89,121,75,0,39,7
14710,1370,0.8810,1207,1062,0.87986744,8,7,130,163,96,0,27,40
14711,806,0.7097,572,469,0.81993007,1,4,98,234,91,3,101,39
14712,1531,0.8204,1256,1057,0.84156051,0,21,178,275,79,0,36,160
14714,186,0.8441,157,133,0.847133758,0,0,24,29,11,0,8,10
14715,1190,0.7555,899,775,0.862068966,0,15,109,291,100,8,139,44
14716,923,0.6349,586,413,0.704778157,8,42,123,337,76,7,187,67
14717,290,0.7517,218,198,0.908256881,0,0,20,72,26,0,33,13
14718,815,0.7963,649,547,0.842835131,0,6,96,166,73,10,50,33
14719,1382,0.7873,1088,999,0.918198529,4,10,75,294,144,0,134,16
14720,319,0.4859,155,144,0.929032258,0,11,0,164,104,0,60,0
14721,41,0.5610,23,12,0.52173913,0,0,11,18,0,15,0,3
14722,159,0.8994,143,96,0.671328671,22,0,25,16,0,0,16,0
14723,454,0.8216,373,321,0.860589812,0,8,44,81,48,0,5,28
14724,901,0.8269,745,682,0.915436242,0,5,58,156,120,8,14,14
14726,583,0.8422,491,414,0.843177189,20,6,51,92,71,0,4,17
14727,2162,0.8330,1801,1544,0.857301499,4,30,223,361,97,3,229,32
14728,344,0.9128,314,253,0.805732484,9,16,36,30,24,0,0,6
14729,363,0.8733,317,284,0.895899054,3,0,30,46,18,0,25,3
14731,605,0.8017,485,445,0.917525773,0,23,17,120,50,6,62,2
14732,57,1.0000,57,57,1,0,0,0,0,0,0,0,0
14733,1776,0.6751,1199,1056,0.880733945,6,86,51,577,159,35,374,9
14735,1170,0.6846,801,679,0.847690387,5,12,105,369,126,0,142,101
14736,106,0.6792,72,61,0.847222222,0,0,11,34,34,0,0,0
14737,1700,0.7635,1298,1052,0.810477658,11,18,217,402,172,0,195,35
14738,1601,0.8064,1291,1099,0.851278079,20,67,105,310,75,0,231,4
14739,1124,0.7206,810,611,0.754320988,0,5,194,314,93,9,132,80
14740,552,0.7953,439,379,0.86332574,10,0,50,113,19,7,71,16
14741,833,0.8595,716,557,0.777932961,0,6,153,117,64,0,0,53
14742,49,0.7959,39,39,1,0,0,0,10,10,0,0,0
14743,718,0.8189,588,448,0.761904762,0,8,132,130,44,0,44,42
14744,427,0.6885,294,265,0.901360544,0,0,29,133,56,11,44,22
14747,913,0.8346,762,550,0.721784777,4,12,196,151,67,0,27,57
14748,291,0.7079,206,132,0.640776699,0,13,61,85,52,0,9,24
14750,1970,0.7244,1427,1330,0.932025228,10,61,26,543,176,17,320,30
14752,117,1.0000,117,105,0.897435897,0,12,0,0,0,0,0,0
14753,447,0.7159,320,271,0.846875,0,0,49,127,70,0,38,19
14754,244,0.8484,207,144,0.695652174,0,4,59,37,14,0,15,8
14755,1165,0.8086,942,831,0.882165605,3,19,89,223,88,0,116,19
14756,95,1.0000,95,95,1,0,0,0,0,0,0,0,0
14757,1381,0.8146,1125,1001,0.889777778,4,58,62,256,66,3,140,47
14760,7950,0.6084,4837,4481,0.926400662,28,150,178,3113,769,117,2155,72
14767,674,0.8234,555,490,0.882882883,2,3,60,119,68,4,41,6
14769,422,0.8389,354,298,0.84180791,0,0,56,68,57,0,11,0
14770,1150,0.7635,878,776,0.883826879,7,43,52,272,102,0,123,47
14772,1481,0.7407,1097,965,0.879671832,2,22,108,384,136,5,202,41
14774,72,0.6667,48,47,0.979166667,0,0,1,24,8,0,10,6
14775,915,0.8077,739,673,0.910690122,0,5,61,176,73,0,57,46
14777,295,0.8373,247,205,0.829959514,10,0,32,48,29,0,13,6
14778,9,1.0000,9,0,0,0,0,9,0,0,0,0,0
14779,2829,0.5709,1615,1486,0.920123839,9,33,87,1214,428,38,726,22
14781,743,0.8398,624,547,0.876602564,0,40,37,119,54,0,53,12
14782,916,0.7740,709,555,0.782792666,2,0,152,207,120,0,31,56
14783,139,0.8345,116,106,0.913793103,5,0,5,23,15,0,0,8
14784,294,0.7313,215,159,0.739534884,0,4,52,79,16,3,16,44
14787,2125,0.7581,1611,1464,0.908752328,0,47,100,514,149,0,299,66
14788,128,0.2813,36,27,0.75,0,9,0,92,62,0,30,0
14801,2174,0.7695,1673,1312,0.784219964,0,60,301,501,224,7,126,144
14802,385,0.2753,106,101,0.952830189,0,5,0,279,27,3,239,10
14803,449,0.6882,309,261,0.844660194,0,10,38,140,55,0,73,12
14804,634,0.8722,553,485,0.877034358,2,14,52,81,44,0,26,11
14805,377,0.8382,316,267,0.844936709,0,3,46,61,24,0,0,37
14806,848,0.7818,663,559,0.843137255,3,14,87,185,79,7,63,36
14807,1244,0.7757,965,840,0.870466321,3,2,120,279,85,0,76,118
14808,195,0.7949,155,134,0.864516129,0,0,21,40,13,0,0,27
14809,1008,0.7778,784,675,0.860969388,0,11,98,224,88,0,56,80
14810,5228,0.6517,3407,2519,0.739360141,0,134,754,1821,354,30,1099,338
14812,1241,0.8799,1092,860,0.787545788,0,3,229,149,67,0,0,82
14813,1042,0.7591,791,629,0.795195954,5,8,149,251,102,4,119,26
14814,766,0.8003,613,600,0.978792822,0,13,0,153,14,34,105,0
14815,359,0.8106,291,231,0.793814433,0,0,60,68,43,0,0,25
14816,165,0.9091,150,150,1,0,0,0,15,11,0,4,0
14817,961,0.8637,830,714,0.860240964,0,0,116,131,47,47,20,17
14818,738,0.8821,651,524,0.804915515,0,0,127,87,60,0,10,17
14819,293,0.7304,214,182,0.85046729,0,0,32,79,23,0,2,54
14820,281,0.8221,231,171,0.74025974,0,5,55,50,15,0,9,26
14821,1179,0.8397,990,771,0.778787879,2,16,201,189,59,0,58,72
14822,537,0.7039,378,334,0.883597884,0,7,37,159,105,0,38,16
14823,1418,0.7553,1071,907,0.846872082,0,53,111,347,147,17,169,14
14824,244,0.8770,214,146,0.682242991,0,7,61,30,8,0,0,22
14825,375,0.8293,311,284,0.91318328,5,0,22,64,31,0,5,28
14826,906,0.7925,718,612,0.852367688,7,34,65,188,72,5,55,56
14827,41,1.0000,41,27,0.658536585,0,14,0,0,0,0,0,0
14830,8645,0.6308,5453,5102,0.935631762,31,96,224,3192,687,82,2330,93
14836,433,0.9099,394,350,0.888324873,0,0,44,39,14,0,12,13
14837,2157,0.7158,1544,1261,0.816709845,14,57,212,613,274,0,267,72
14838,855,0.9684,828,607,0.733091787,6,0,215,27,7,8,0,12
14839,273,0.7912,216,172,0.796296296,7,3,34,57,47,0,0,10
14840,1451,0.7870,1142,1031,0.902802102,2,14,95,309,108,2,168,31
14841,381,0.9081,346,271,0.783236994,0,0,75,35,23,0,12,0
14842,339,0.9705,329,247,0.750759878,0,0,82,10,10,0,0,0
14843,5591,0.6144,3435,2974,0.865793304,41,77,343,2156,612,118,1235,191
14845,8682,0.7604,6602,6106,0.924871251,62,107,327,2080,315,156,1519,90
14846,343,0.8222,282,209,0.741134752,0,8,65,61,46,0,0,15
14847,994,0.8239,819,678,0.827838828,16,15,110,175,59,0,79,37
14850,24265,0.4499,10917,8801,0.806173857,532,752,832,13348,1583,499,10959,307
14854,7,1.0000,7,7,1,0,0,0,0,0,0,0,0
14855,320,0.7781,249,206,0.827309237,13,0,30,71,38,10,12,11
14856,63,0.5556,35,0,0,0,0,35,28,0,0,28,0
14858,633,0.7536,477,364,0.763102725,5,14,94,156,81,0,24,51
14859,355,0.8197,291,252,0.865979381,0,0,39,64,40,0,0,24
14860,480,0.8417,404,305,0.754950495,0,4,95,76,34,0,11,31
14861,582,0.8883,517,303,0.586073501,9,0,205,65,44,0,0,21
14864,503,0.8728,439,356,0.810933941,4,14,65,64,30,0,34,0
14865,1202,0.6298,757,508,0.671070013,3,17,229,445,70,0,322,53
14867,2217,0.7636,1693,1119,0.660956881,24,28,522,524,144,0,239,141
14869,555,0.7550,419,345,0.823389021,0,4,70,136,34,2,60,40
14870,4445,0.6895,3065,2565,0.836867863,51,50,399,1380,86,47,1073,174
14871,2071,0.8827,1828,1775,0.971006565,0,39,14,243,134,0,75,34
14872,318,0.6132,195,151,0.774358974,0,0,44,123,30,0,0,93
14873,1115,0.8323,928,654,0.704741379,2,12,260,187,79,23,72,13
14874,78,0.8333,65,62,0.953846154,0,0,3,13,10,0,3,0
14877,208,0.7837,163,151,0.926380368,0,0,12,45,26,2,2,15
14878,242,0.8719,211,196,0.928909953,0,0,15,31,22,0,0,9
14879,939,0.7519,706,531,0.752124646,2,8,165,233,69,2,72,90
14880,580,0.8517,494,392,0.793522267,0,8,94,86,36,0,32,18
14881,143,0.2308,33,17,0.515151515,0,0,16,110,0,0,52,58
14882,1591,0.8033,1278,1134,0.887323944,0,58,86,313,79,42,178,14
14883,1605,0.7763,1246,913,0.732744783,3,42,288,359,147,10,89,113
14884,100,0.8400,84,77,0.916666667,0,0,7,16,16,0,0,0
14885,299,0.8562,256,196,0.765625,0,0,60,43,30,0,10,3
14886,2836,0.7712,2187,1796,0.821216278,0,41,350,649,213,16,255,165
14889,617,0.8460,522,375,0.718390805,0,7,140,95,40,0,14,41
14891,1997,0.7296,1457,1179,0.80919698,0,43,235,540,140,5,357,38
14892,3299,0.6760,2230,1710,0.766816143,10,122,388,1069,219,0,790,60
14893,6,1.0000,6,6,1,0,0,0,0,0,0,0,0
14894,543,0.8029,436,305,0.699541284,0,0,131,107,26,0,42,39
14895,4200,0.6364,2673,2364,0.884399551,22,74,213,1527,508,46,776,197
14897,394,0.7995,315,261,0.828571429,4,3,47,79,34,0,31,14
14898,618,0.8042,497,382,0.76861167,4,8,103,121,58,0,31,32
14901,5798,0.4495,2606,2341,0.898311589,22,164,79,3192,499,179,2491,23
14903,2910,0.6337,1844,1736,0.94143167,8,77,23,1066,246,53,746,21
14904,6470,0.6097,3945,3724,0.943979721,92,116,13,2525,728,85,1665,47
14905,4065,0.6617,2690,2604,0.96802974,0,86,0,1375,282,135,958,0
